employee_id,performance_group,yrs_employed,manager_hire,group_size,concern_flag,mobile_flag,customers,high_hours_flag,transfers,reduced_schedule,city,test_score,type
7d8c51be,Middle,4.3,N,10,N,N,24,N,0,Y,Chicago,242,Urban
7dd60ead,Middle,4.3,N,11,N,N,14,N,0,N,Toronto,189,Urban
7dd7b85b,Middle,5,N,14,N,N,14,N,2,N,New York,167,Urban
7dea4013,Middle,5,N,14,N,N,16,N,0,N,Chicago,235,Urban
7fbf320e,Top,4.6,N,14,N,N,16,N,0,N,New York,265,Urban
809f2737,Middle,4.5,N,10,N,N,16,N,0,N,New York,280,Urban
80daf581,Middle,4.1,N,8,N,Y,22,N,2,N,Chicago,212,Urban
8141ad3e,Bottom,4.5,N,9,N,N,18,Y,0,N,Toronto,235,Urban
81e18689,Middle,4.3,N,13,Y,N,26,Y,2,N,Toronto,212,Urban
8205a876,Middle,3,Y,9,N,N,22,Y,0,Y,San Francisco,439,Suburban
82bf75f4,Middle,4.8,N,15,N,N,22,N,0,Y,Toronto,295,Urban
82eb5b29,Bottom,4.9,N,13,N,N,24,N,0,N,New York,197,Urban
830d00c3,Middle,4.3,N,17,N,N,20,Y,0,N,New York,424,Urban
8364dbb2,Middle,4.7,N,11,N,Y,16,N,0,N,Toronto,197,Urban
83ac6952,Middle,4.8,N,12,N,N,22,Y,0,N,Toronto,220,Urban
8476e4e6,Middle,5.1,N,18,N,N,26,N,2,N,New York,333,Urban
84a9c3c5,Middle,4.2,Y,8,Y,N,16,N,0,N,Toronto,189,Urban
84b62128,Bottom,4.5,N,12,N,N,22,N,3,N,Toronto,129,Urban
85ce72be,Middle,4.3,N,11,N,N,20,N,0,Y,Houston,205,Suburban
86070f63,Middle,4.3,N,9,N,Y,14,Y,0,N,Toronto,258,Urban
863a7a40,Middle,5,N,15,N,N,20,Y,0,N,Toronto,205,Urban
865387d8,Bottom,4.8,N,11,Y,N,20,N,2,N,New York,174,Urban
86b03698,Middle,5,Y,12,N,N,24,N,0,N,New York,189,Urban
8769424d,Middle,4.6,N,13,N,N,26,N,0,N,New York,273,Urban
886e43ea,Bottom,4.8,N,8,N,N,18,N,0,N,New York,83,Urban
88bd2854,Bottom,5.2,N,11,N,N,18,Y,2,Y,San Francisco,356,Suburban
88c707b9,Middle,4.5,N,11,N,Y,22,N,3,Y,San Francisco,91,Suburban
88f67137,Middle,4.1,N,10,N,N,22,N,0,Y,Chicago,129,Urban
8928d7a8,Middle,4.6,N,13,N,N,28,N,0,N,New York,265,Urban
8948e057,Middle,5,N,10,N,N,34,Y,0,N,New York,333,Urban
894979c7,Middle,4.9,N,8,N,N,18,N,0,N,New York,197,Urban
8a2de222,Middle,4.7,N,12,N,N,28,N,0,N,Toronto,227,Urban
8a473c59,Bottom,3,Y,10,N,N,24,Y,2,N,Toronto,152,Urban
8aedd876,Middle,5.1,N,15,N,N,26,Y,0,N,New York,326,Urban
8b64ec14,Middle,4.4,N,15,N,Y,20,Y,0,N,Chicago,280,Urban
8c628dc8,Top,4.5,N,11,N,N,22,Y,0,N,New York,280,Urban
8c86404d,Middle,4.5,N,16,N,Y,16,Y,0,N,New York,341,Urban
8cba9ae4,Top,4.1,N,10,N,N,16,N,0,N,Toronto,159,Urban
8ccbaff2,Middle,4.3,N,10,N,N,26,Y,2,N,Toronto,288,Urban
8e130c8f,Middle,4.3,N,12,N,N,22,N,0,Y,Houston,242,Suburban
8e9ede18,Middle,4.5,N,15,N,N,26,N,0,N,Toronto,174,Urban
8efedced,Middle,4.9,N,10,N,N,12,N,0,Y,San Francisco,333,Suburban
8f65945d,Middle,4.6,N,11,N,N,22,N,0,N,New York,424,Urban
9063ac73,Middle,4.7,N,15,N,Y,16,N,0,N,Toronto,98,Urban
906abfc7,Middle,4.7,N,10,Y,Y,16,Y,0,Y,San Francisco,227,Suburban
90baa22b,Bottom,4.8,N,9,N,N,16,N,2,N,New York,341,Urban
9134ff9c,Middle,5,N,11,N,N,18,N,2,Y,Chicago,61,Urban
91881f0c,Bottom,4.8,N,5,N,Y,18,N,0,N,Toronto,273,Urban
9210bf78,Bottom,5.1,N,13,N,Y,22,N,2,N,Chicago,265,Urban
9274383d,Middle,5,N,17,N,N,20,Y,0,N,New York,318,Urban
927c317d,Middle,5.2,N,11,Y,N,24,N,0,N,New York,288,Urban
92c4acd3,Bottom,4.6,N,11,N,N,24,Y,2,Y,San Francisco,318,Suburban
93b6cfc1,Middle,4.7,N,11,N,N,16,N,2,N,Toronto,182,Urban
9404cda9,Bottom,5.2,N,17,Y,N,20,N,3,Y,Houston,364,Suburban
948b1ace,Middle,4.4,N,12,N,N,18,N,0,N,New York,258,Urban
94b28814,Bottom,4.2,N,13,N,Y,14,N,2,Y,San Francisco,258,Suburban
94fab2bb,Top,4.8,N,14,N,Y,26,Y,0,Y,San Francisco,288,Suburban
965ac95c,Bottom,4.6,N,10,N,N,18,N,0,N,Toronto,318,Urban
96c21cb3,Bottom,4.6,N,10,N,Y,16,N,0,Y,Houston,114,Suburban
97793f7c,Middle,4.6,N,11,N,N,24,N,2,N,New York,205,Urban
97c7c1b5,Middle,4.6,N,10,N,N,18,N,2,N,Toronto,136,Urban
97ccc01d,Middle,5.2,N,12,N,Y,16,N,0,N,Chicago,250,Urban
980d9b48,Middle,5,N,11,N,N,22,N,2,N,Toronto,242,Urban
9817a11e,Top,4,N,12,N,N,18,Y,0,N,New York,205,Urban
98780af0,Middle,4.5,Y,21,N,Y,26,Y,0,N,Toronto,265,Urban
98f131d7,Middle,4.2,N,10,N,N,16,N,0,N,Toronto,341,Urban
99084368,Top,4.8,Y,17,N,N,20,Y,0,N,New York,303,Urban
99f78516,Bottom,2.9,Y,10,N,N,24,Y,0,N,Toronto,136,Urban
9a25b086,Bottom,5.4,N,17,Y,N,24,N,3,N,Chicago,311,Urban
9b3dc002,Middle,4.5,N,9,N,Y,14,N,3,N,Toronto,303,Urban
9ba99466,Bottom,4.7,N,15,N,N,18,Y,0,N,Toronto,227,Urban
9cd30309,Bottom,5,N,10,N,Y,22,N,0,Y,Orlando,182,Suburban
9d93b8ee,Bottom,4.9,N,10,N,Y,16,N,0,N,Toronto,174,Urban
9e5880eb,Middle,5,N,11,N,N,32,Y,2,N,Toronto,182,Urban
9e9c8bfe,Bottom,4.7,Y,21,Y,N,30,N,2,N,New York,364,Urban
9f46360c,Bottom,4.8,N,11,N,N,20,N,0,N,Toronto,235,Urban
9fd28b83,Middle,4.5,N,12,N,N,18,Y,2,N,Toronto,295,Urban
a046b1e6,Bottom,4.7,N,10,N,N,28,N,0,N,New York,152,Urban
a0d860bf,Middle,4.9,N,10,N,N,22,N,0,N,Chicago,167,Urban
a12398aa,Top,4.5,N,17,N,Y,32,Y,3,Y,Orlando,356,Suburban
a1327b15,Top,5,N,10,N,N,26,Y,0,N,New York,326,Urban
a18ecc4e,Bottom,4.9,N,17,Y,N,26,Y,5,Y,Orlando,227,Suburban
a1b4d288,Middle,4.5,N,9,N,N,20,N,0,N,Toronto,303,Urban
a30b9f6a,Middle,4.4,N,13,N,Y,20,N,0,N,Toronto,356,Urban
a34ae8d0,Middle,4.5,N,8,N,N,20,N,0,N,New York,205,Urban
a56cb82f,Middle,5.2,N,11,N,N,16,N,0,N,Chicago,326,Urban
a6b95dc0,Middle,5.3,N,14,N,Y,14,N,0,N,New York,258,Urban
a74933aa,Middle,5.5,N,15,N,N,18,Y,0,N,New York,280,Urban
a7aa3f59,Middle,4,N,11,N,N,16,N,0,N,New York,250,Urban
a7d7afd6,Middle,5.3,N,14,N,Y,18,N,0,N,New York,227,Urban
a8bd794c,Middle,4,N,10,N,N,20,N,0,N,New York,167,Urban
a8ca8a73,Middle,4.3,N,11,N,N,20,N,0,N,Toronto,265,Urban
a9ab88e3,Bottom,4.4,N,8,N,N,20,N,2,N,Toronto,61,Urban
a9b7a050,Middle,5.2,N,12,N,N,30,Y,0,N,New York,258,Urban
aa3a9fb5,Middle,5.2,N,13,N,N,20,N,5,N,Toronto,205,Urban
aaa3203e,Middle,5.1,N,13,Y,Y,28,Y,3,Y,Orlando,167,Suburban
aaa3534f,Top,4.6,N,13,Y,N,24,Y,0,N,New York,258,Urban
aac0beb4,Bottom,4.7,N,13,N,Y,18,N,2,Y,San Francisco,250,Suburban
aac255af,Middle,4.9,N,8,N,N,22,Y,0,Y,Houston,273,Suburban
ab7e59c7,Bottom,6,N,17,Y,Y,28,Y,0,N,New York,152,Urban
abba9ca3,Middle,4.8,N,11,N,N,16,Y,2,Y,Toronto,227,Urban
acd7b4f7,Middle,4.6,N,10,N,N,18,N,2,N,Toronto,288,Urban
acfde6d2,Bottom,5.3,N,11,N,N,12,N,0,N,Toronto,136,Urban
ad8c9253,Bottom,4.6,N,13,N,N,36,Y,0,N,New York,265,Urban
adb079b7,Bottom,4.6,N,11,N,Y,20,Y,3,N,New York,174,Urban
adf4bdc2,Middle,4.7,N,10,N,Y,20,Y,0,Y,San Francisco,114,Suburban
b04e7a9f,Middle,4.3,N,10,N,N,20,N,2,N,Toronto,159,Urban
b07a9228,Middle,5.4,N,14,N,Y,24,Y,0,Y,San Francisco,152,Suburban
b18466d5,Bottom,4.9,N,8,N,Y,20,N,0,N,Chicago,144,Urban
b2724d1d,Middle,4.5,N,11,N,N,28,Y,0,Y,Chicago,326,Urban
b27b4a98,Bottom,4.4,N,15,N,N,24,N,2,N,New York,220,Urban
b286a11e,Middle,5,N,11,Y,Y,24,N,0,N,Chicago,250,Urban
b366ed59,Middle,4.7,N,19,N,N,26,Y,0,N,New York,182,Urban
b3725db2,Middle,4.4,N,9,N,N,16,N,0,N,Toronto,182,Urban
b3b50d4a,Top,4.6,N,16,N,N,30,Y,0,N,New York,273,Urban
b3c99902,Middle,4.9,N,8,N,N,18,N,0,N,Toronto,167,Urban
b3ed4375,Bottom,5.4,N,11,N,Y,22,Y,0,Y,Chicago,386,Urban
b4776b90,Middle,5,N,15,N,N,16,N,0,N,New York,227,Urban
b4a7cd69,Bottom,5.7,N,20,Y,N,22,N,0,N,New York,333,Urban
b544d9a5,Bottom,5.7,N,10,Y,N,22,N,0,N,New York,295,Urban
b6888ee6,Middle,4.2,N,11,N,N,22,Y,0,Y,Chicago,129,Urban
b6901f9b,Middle,4.6,N,11,N,N,16,Y,0,N,New York,311,Urban
b6c48cdb,Middle,4.4,N,12,N,Y,16,N,0,Y,San Francisco,212,Suburban
b80beef0,Middle,4.8,N,11,Y,Y,24,N,2,Y,Toronto,333,Urban
b8ada622,Top,4.2,N,12,N,N,18,Y,0,Y,San Francisco,258,Suburban
bab8cbf5,Middle,4.1,N,7,N,N,14,N,0,Y,Chicago,0,Urban
bb457a36,Middle,4.6,N,11,N,N,24,Y,0,N,Orlando,364,Suburban
bb595127,Middle,4.2,N,10,N,N,22,Y,3,N,New York,348,Urban
bbcdccb8,Middle,4.2,N,9,N,Y,16,N,0,N,Toronto,220,Urban
bc571555,Middle,4.6,N,10,N,N,24,N,2,Y,Houston,280,Suburban
bc6a8480,Middle,4.4,N,13,N,N,24,Y,2,N,Toronto,288,Urban
bc6a88b5,Middle,5.3,N,13,N,Y,20,Y,0,N,Chicago,265,Urban
bc82a988,Middle,4.2,N,10,N,Y,16,Y,0,N,Chicago,273,Urban
bcc26613,Middle,2,Y,6,N,N,24,Y,0,N,New York,303,Urban
bd135c46,Middle,4.4,N,11,N,Y,20,N,2,Y,New York,303,Urban
bd1fd772,Middle,4.7,N,11,N,N,24,N,0,N,Toronto,182,Urban
bd895489,Middle,4.3,N,12,N,N,18,N,2,N,Toronto,265,Urban
be8b6baa,Middle,4.9,N,19,N,N,26,Y,0,N,New York,273,Urban
bef20aa4,Middle,4.3,N,17,N,N,14,N,0,N,New York,333,Urban
bf0381d0,Middle,5.3,N,17,Y,N,30,Y,2,N,Toronto,242,Urban
bf83b134,Middle,3.4,N,11,N,N,18,N,0,N,Toronto,341,Urban
bf8c4621,Middle,3.4,Y,9,N,N,18,N,0,Y,Houston,288,Suburban
bf8fa362,Middle,4.6,N,10,N,N,16,N,0,N,New York,114,Urban
c0225fe1,Middle,3.9,N,12,N,N,20,N,0,N,New York,295,Urban
c0acd456,Middle,4.5,N,9,N,Y,24,N,0,Y,Houston,258,Suburban
c2939a84,Middle,4.9,N,11,N,N,22,Y,0,N,Toronto,98,Urban
c2ed12f0,Middle,5.1,N,25,N,N,36,Y,0,N,New York,242,Urban
c444de08,Bottom,4.6,N,10,N,N,28,N,0,N,Toronto,182,Urban
c4578853,Bottom,4.6,N,10,N,N,12,N,0,Y,San Francisco,205,Suburban
c50b1a62,Middle,2.8,Y,11,N,N,22,Y,2,Y,Orlando,129,Suburban
c61db280,Middle,5.3,N,10,N,N,16,N,2,Y,Toronto,258,Urban
c70d89a2,Middle,5,N,15,N,N,20,Y,2,N,Toronto,258,Urban
c764744b,Middle,5.8,N,11,Y,Y,18,Y,0,Y,San Francisco,485,Suburban
c76ebafe,Middle,4.9,N,10,Y,N,22,Y,0,N,Toronto,167,Urban
c77cc0c6,Middle,4.7,N,10,N,Y,22,Y,0,N,Toronto,250,Urban
c848bdb0,Bottom,4.8,N,13,N,N,22,N,5,N,Toronto,227,Urban
c8aaae9a,Middle,5,N,8,N,N,20,N,0,N,New York,258,Urban
c8d12ae0,Middle,5.3,N,14,N,N,24,N,2,N,Toronto,265,Urban
c8d3a9b4,Middle,4.7,N,8,N,N,26,Y,0,N,Toronto,227,Urban
c922d25a,Middle,4.3,N,13,Y,N,22,Y,2,N,New York,212,Urban
c999c3f5,Middle,4.4,N,11,N,N,18,N,0,N,Toronto,280,Urban
cb192603,Middle,4.4,N,10,N,N,12,N,2,N,Toronto,303,Urban
cbde52de,Middle,4.9,N,10,N,N,26,Y,2,Y,Chicago,189,Urban
cc35ce30,Top,4,N,13,N,Y,26,Y,2,N,Toronto,227,Urban
cd5064ed,Middle,4.7,N,14,N,N,18,N,0,N,Toronto,235,Urban
cd60f70d,Bottom,4.3,N,12,N,N,20,N,2,N,New York,303,Urban
cdd744e7,Bottom,4.5,N,9,N,N,20,N,0,N,Toronto,144,Urban
ce617d7d,Bottom,4.6,N,11,N,N,12,N,0,N,New York,136,Urban
ce686d71,Middle,4.8,N,10,N,Y,18,N,2,Y,Orlando,174,Suburban
d042ae66,Bottom,5,N,10,N,Y,18,N,2,Y,San Francisco,227,Suburban
d0711e00,Middle,4,N,9,N,N,30,N,2,Y,Houston,250,Suburban
d0b458b0,Middle,4.4,N,17,N,N,40,Y,2,N,New York,417,Urban
d0f9c863,Middle,4.4,N,10,N,N,20,Y,0,Y,Chicago,152,Urban
d10fe0e6,Middle,4.6,N,19,N,N,24,N,0,N,Toronto,288,Urban
d1bc4b3f,Middle,4.6,N,10,N,Y,18,N,0,N,Toronto,250,Urban
d1bde0f2,Middle,3.9,N,13,N,N,20,N,0,N,New York,212,Urban
d1c67f53,Middle,5.1,N,15,Y,N,24,N,2,N,New York,303,Urban
d1ed69af,Middle,4.6,N,16,N,N,20,N,2,N,New York,341,Urban
d284613d,Middle,4.9,N,15,N,N,26,Y,0,N,Toronto,295,Urban
d2960031,Bottom,4.8,N,10,N,N,14,N,0,N,Chicago,379,Urban
d2e14cd8,Middle,5.1,N,14,N,N,26,N,0,N,New York,159,Urban
d2e27e4d,Middle,2.9,Y,19,N,N,18,N,2,N,Toronto,371,Urban
d37e7c84,Middle,3.7,N,17,N,N,22,N,2,N,Toronto,220,Urban
d4f80cb0,Middle,4.6,N,13,N,N,26,Y,0,N,New York,242,Urban
d500008c,Middle,5.5,N,12,Y,N,20,N,0,N,New York,280,Urban
d5489fe2,Middle,5.5,N,13,N,Y,18,N,0,N,Chicago,205,Urban
d550070a,Bottom,2.9,Y,10,N,N,30,Y,0,N,Toronto,182,Urban
d581439c,Top,3.7,N,13,N,Y,22,Y,0,Y,Chicago,242,Urban
d587089c,Top,4.7,N,9,N,Y,18,Y,0,N,Toronto,265,Urban
d665821e,Middle,4.3,N,10,N,N,18,N,0,Y,Orlando,159,Suburban
d772499c,Top,4.7,N,15,N,N,26,Y,0,N,New York,500,Urban
d80c241e,Middle,4.8,N,13,N,N,22,N,0,N,Chicago,258,Urban
d852f146,Middle,5,N,13,Y,N,24,N,0,N,New York,197,Urban
da5e8888,Middle,4.7,N,9,N,N,16,N,2,Y,San Francisco,333,Suburban
db037029,Middle,4,N,12,N,Y,18,N,2,N,Toronto,250,Urban
dbba5286,Top,3.4,Y,13,N,N,22,Y,3,Y,Orlando,258,Suburban
dc87d51c,Middle,4.9,N,10,N,Y,16,Y,2,N,Chicago,417,Urban
dcc07942,Middle,5,N,13,N,N,16,N,3,N,Toronto,326,Urban
dd3fe082,Middle,4,N,15,N,N,22,Y,0,N,New York,220,Urban
dd6bf9fb,Middle,4.2,N,11,N,N,20,N,0,N,New York,303,Urban
dde1999b,Middle,4.9,N,8,N,N,20,N,0,Y,Orlando,152,Suburban
dde23585,Middle,4.6,N,11,N,Y,20,N,2,Y,Houston,227,Suburban
df278b06,Middle,4.2,N,13,N,N,16,N,0,N,Toronto,227,Urban
df686f1b,Top,5.1,N,17,N,N,20,N,0,N,Toronto,265,Urban
dfc6a217,Middle,4.4,N,15,N,Y,16,N,0,N,Toronto,174,Urban
dff895b2,Middle,3.8,N,9,N,N,16,N,0,N,Toronto,288,Urban
dffb138f,Middle,4.4,N,8,N,N,26,Y,2,N,Toronto,205,Urban
e098cf31,Bottom,5,N,8,N,N,24,Y,0,Y,Toronto,189,Urban
e0da8b59,Bottom,4.9,N,11,N,Y,22,N,2,Y,Orlando,182,Suburban
e101978a,Bottom,5.1,N,10,Y,N,22,N,0,N,New York,212,Urban
e104e934,Middle,4.6,N,15,N,Y,20,N,0,Y,Houston,174,Suburban
e10c2095,Middle,5.3,N,12,N,Y,22,Y,2,N,New York,167,Urban
e12db0d2,Bottom,4.7,N,14,N,N,24,Y,0,N,New York,303,Urban
e1fe67f4,Middle,4.3,N,17,N,N,26,N,0,N,New York,167,Urban
e22e5998,Middle,4.9,N,11,N,N,16,N,0,N,New York,144,Urban
e24e3f73,Middle,4.7,Y,8,N,N,28,Y,0,N,Toronto,182,Urban
e3375e89,Bottom,4.6,N,10,Y,N,18,N,0,N,New York,394,Urban
e41b2548,Middle,4.4,N,11,N,N,18,N,0,N,New York,273,Urban
e498c332,Middle,4.4,N,10,N,N,16,Y,0,N,New York,280,Urban
e5d0994f,Bottom,4.9,N,9,N,N,22,N,0,N,Toronto,167,Urban
e741dceb,Middle,4.1,N,13,N,Y,16,Y,2,N,New York,159,Urban
e7a55a91,Bottom,5,N,10,N,N,16,N,0,N,Toronto,205,Urban
e7a60e03,Middle,4.9,N,11,N,N,28,Y,0,N,Toronto,227,Urban
e7f2d790,Middle,4.6,N,10,N,N,20,Y,2,N,Toronto,250,Urban
e7f84291,Top,5,N,17,N,N,28,N,2,N,New York,295,Urban
e81f635b,Top,4.7,N,21,N,N,32,Y,2,N,New York,311,Urban
e947a5a0,Middle,5.6,N,12,N,N,20,Y,0,N,Toronto,379,Urban
e9f0029e,Middle,5.2,N,17,N,N,26,Y,2,N,New York,273,Urban
ea500b6e,Bottom,5,N,13,N,N,18,Y,0,N,Chicago,250,Urban
ebaae4bd,Middle,3,Y,10,N,N,24,N,0,Y,Houston,83,Suburban
ec356208,Middle,4.3,N,14,N,N,28,Y,0,N,New York,280,Urban
ed167920,Top,5,N,11,N,N,26,Y,2,N,New York,220,Urban
ed2ad508,Middle,2.6,Y,11,N,N,22,N,0,Y,Houston,318,Suburban
ed5b1361,Middle,4.8,N,8,N,N,18,N,0,Y,Chicago,273,Urban
ede55bd7,Top,3.7,N,8,N,N,14,N,0,N,Toronto,311,Urban
ee6777fa,Middle,4.5,N,10,N,Y,24,N,2,Y,Toronto,167,Urban
ee9febae,Bottom,4.8,N,13,N,N,22,N,0,N,New York,144,Urban
eec4c425,Middle,4.3,N,8,N,N,14,Y,0,N,New York,402,Urban
efb921f3,Bottom,4.5,N,14,N,Y,26,Y,2,Y,New York,295,Urban
f04679c9,Middle,4.5,N,16,N,N,16,Y,0,N,New York,311,Urban
f0560bcc,Middle,4.9,N,11,N,N,20,N,0,N,New York,303,Urban
f0580354,Middle,2.8,Y,10,N,N,16,Y,0,N,Toronto,212,Urban
f15a18ce,Middle,4.8,N,11,N,Y,16,N,2,Y,Houston,167,Suburban
f1b5d0a0,Middle,4.1,N,11,N,Y,18,N,0,Y,San Francisco,189,Suburban
f1c13d6c,Middle,4.8,N,13,N,N,36,Y,0,Y,Toronto,242,Urban
f32c0cae,Top,4.5,N,8,N,Y,20,Y,2,N,Toronto,432,Urban
f350611d,Bottom,4.6,N,11,N,N,24,N,2,Y,Chicago,197,Urban
f3c5b8c3,Middle,4.2,N,11,N,N,24,N,0,N,New York,303,Urban
f436dc91,Middle,4.6,N,13,N,N,22,Y,0,N,Toronto,326,Urban
f6992c92,Middle,4.7,N,13,N,N,26,Y,2,N,Toronto,318,Urban
f7073349,Middle,2.4,Y,8,N,N,36,N,2,N,New York,129,Urban
f7314e66,Middle,4.8,N,10,N,N,26,N,2,Y,Toronto,129,Urban
f79e2067,Middle,4.1,N,9,N,N,22,Y,2,Y,Chicago,182,Urban
f7a153a6,Bottom,3.7,N,11,N,N,18,N,0,N,Toronto,303,Urban
f7ab67cc,Middle,4.6,N,14,N,N,18,N,0,N,New York,189,Urban
f7f9c622,Bottom,5.1,N,14,N,N,26,Y,2,N,New York,379,Urban
f83746c6,Middle,4.6,N,11,N,Y,18,N,2,N,New York,152,Urban
f869c0ad,Top,4,N,12,N,Y,20,N,0,N,New York,227,Urban
f8cb42cf,Top,4.1,N,11,N,N,18,Y,0,Y,San Francisco,318,Suburban
f8ced0df,Top,5,N,11,N,N,18,N,0,N,New York,189,Urban
fa29684c,Middle,5.2,N,13,N,N,22,N,0,N,New York,220,Urban
fa47d7d0,Middle,4.5,N,10,N,N,16,N,2,N,Toronto,174,Urban
fab3198a,Middle,4.1,N,20,N,N,28,Y,2,N,Toronto,250,Urban
faf22ce9,Middle,5.1,N,10,N,N,16,Y,0,N,New York,379,Urban
fb5da7fe,Middle,4.2,N,19,N,N,28,Y,2,N,New York,402,Urban
fbc09a16,Bottom,4.4,N,15,N,N,30,N,0,N,New York,182,Urban
fc074eff,Bottom,4.5,N,11,N,Y,24,Y,0,N,New York,220,Urban
fccc1bc6,Middle,2.8,Y,10,N,N,20,N,0,Y,San Francisco,212,Suburban
fcd29ebc,Top,5.5,N,13,N,N,28,Y,0,N,Toronto,326,Urban
fd38c592,Middle,4.5,N,8,N,Y,16,N,0,N,Toronto,38,Urban
fd3f0257,Middle,3.5,N,11,N,N,22,Y,0,N,New York,311,Urban
fd4e88c0,Middle,4.6,N,10,N,N,22,N,0,N,Toronto,98,Urban
fdf590b8,Top,3.7,N,12,N,N,16,N,0,N,New York,258,Urban
fef7fc93,Bottom,5.2,N,13,N,Y,28,N,2,N,Toronto,242,Urban
ff6f866d,Bottom,4.9,N,13,N,Y,22,Y,0,N,Chicago,265,Urban
fff52bc6,Middle,4.7,N,15,N,N,16,N,2,Y,San Francisco,379,Suburban
